,1-PFA-0-1,1-PFA-0-2,1-PFA-1-1,1-PFA-1-2,1-PFA-2-1,1-PFA-2-2,1-PFA-3-1,1-PFA-3-2,1-PFA-4-1,1-PFA-4-2,1-PID-1-1,1-PID-1-2,1-PID-2-1,1-PID-2-2,1-PID-3-1,1-PID-3-2,1-PID-4-1,1-PID-4-2,1-SA_0.803-0-1
Units,g,g,g,g,g,g,g,g,g,g,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,g
,0.099705186,0.140018161,0.273358965,0.233772921,0.393061322,0.297849798,0.435238549,0.419972785,0.494279178,0.497258024,0.005921109,0.00491021,0.00673103,0.006290882,0.005536045,0.005796507,0.003737094,0.003832962,0.278432959
,0.22285561,0.202665725,0.372664626,0.39247846,0.445551485,0.373479324,0.484736417,0.472108605,0.616955665,0.563966477,0.004346826,0.004196875,0.005428727,0.005292526,0.005951717,0.005234839,0.004310907,0.003983848,0.278432959
,0.235862768,0.169222096,0.387570257,0.201314347,0.451894874,0.241988837,0.434602954,0.355671145,0.582421898,0.478657696,0.004298227,0.004024962,0.005832649,0.005653296,0.005795194,0.005654488,0.004162885,0.003870165,0.278432959
,0.219685756,0.295890152,0.378737604,0.571939799,0.417663532,0.753499105,0.507881006,0.524548708,0.653703991,0.888589762,0.006487297,0.005992661,0.007637722,0.006375744,0.007075867,0.008019393,0.004931947,0.006738772,0.278432959
,0.137458351,0.224846141,0.294127237,0.403805875,0.384052785,0.517661621,0.427130289,0.483985293,0.665150531,0.651223116,0.004527836,0.006375062,0.00609336,0.00756614,0.006037466,0.007250896,0.004707522,0.00502393,0.278432959
,0.298069034,0.266887132,0.742905347,0.401988475,1.066083583,0.63310132,0.500959473,0.528175989,1.132994183,0.708498624,0.006514072,0.004541096,0.005969,0.005533949,0.00679819,0.00640647,0.007413568,0.005042076,0.278432959
,0.241471968,0.237418406,0.347793106,0.460202276,0.510999661,0.616936197,0.415038523,0.45304613,0.774534492,0.681321396,0.005105853,0.00504078,0.005706029,0.005789418,0.006595838,0.006700161,0.005559033,0.005285823,0.278432959
,0.134827959,0.114393949,0.24016173,0.211293561,0.274731824,0.321297784,0.409813747,0.402992129,0.503472176,0.542392754,0.004802544,0.004814681,0.005942411,0.006243265,0.005495399,0.00623608,0.00381528,0.004332028,0.278432959
,0.194378713,0.183372237,0.311522304,0.360956088,0.385298491,0.485325485,0.388282895,0.40336775,0.642192425,0.662185347,0.004487978,0.005330091,0.00574214,0.006043254,0.006096375,0.005495741,0.004719044,0.004694958,0.278432959
,0.324792938,0.237007954,0.481693961,0.415598995,0.4728737,0.45726047,0.678626371,0.480527947,0.748610507,0.72533443,0.006139103,0.005929857,0.007147643,0.007170845,0.006571748,0.006929422,0.004801143,0.005132816,0.278432959
,0.158110006,0.162395648,0.272733173,0.542023623,0.35752133,0.654557789,0.432267009,0.42873738,0.60240761,0.694836535,0.005128595,0.005513195,0.00640489,0.006210054,0.006294864,0.006038075,0.004584601,0.004763715,0.278432959
,0.195258621,0.109124675,0.396620558,0.223778477,0.442710325,0.341645577,0.47218986,0.427486104,0.67871463,0.477809954,0.005327331,0.005603757,0.006349392,0.006790096,0.006518175,0.006133233,0.004724756,0.003881794,0.278432959
,0.22528645,0.197831995,0.578665961,0.30753495,0.696766101,0.378890279,0.47554936,0.46760234,0.805647687,0.597155198,0.004918139,0.005956254,0.005813425,0.007485756,0.005792523,0.006953612,0.005168283,0.00472563,0.278432959
,0.316868925,0.240898937,0.584698032,0.45494368,0.693858765,0.538448906,0.574300787,0.521691632,0.977418904,0.694708609,0.004668489,0.004248497,0.005789946,0.005350866,0.007609426,0.005858432,0.00658617,0.004697901,0.278432959
,0.226229308,0.278181877,0.513343935,0.770328819,0.598630623,1.051204821,0.534772988,0.830849447,0.670089921,1.005092731,0.005016314,0.005556471,0.006356457,0.00644557,0.005926006,0.007105002,0.00446567,0.006745175,0.278432959
,0.180048115,0.402733165,0.291669816,0.603945356,0.371780567,0.715267701,0.436552564,0.455944905,0.605673455,0.892354626,0.004654195,0.004365258,0.005880216,0.004439339,0.006067338,0.006313481,0.004552753,0.006116731,0.278432959
,0.312791012,0.2425622,0.51897456,0.464118354,0.48468976,0.500481967,0.497228372,0.550345536,0.710288153,0.702366004,0.004708467,0.005890838,0.005950951,0.007545595,0.005908112,0.006890894,0.00470598,0.004977188,0.278432959
,0.201263374,0.390095378,0.36609184,0.692511842,0.493518141,0.767474574,0.472522437,0.491257875,0.723951091,1.053748154,0.003887878,0.004942866,0.005043802,0.004665138,0.005744733,0.008752789,0.004868439,0.007693571,0.278432959
,0.166591,0.130139317,0.3051868,0.188871666,0.485498648,0.295495661,0.457454474,0.345759275,0.56916971,0.461034473,0.004996399,0.004549085,0.005761638,0.005903461,0.0055389,0.005629775,0.004196696,0.003768942,0.278432959
,0.321350927,0.218487303,0.329576023,0.304100002,0.514305523,0.522311524,0.402663564,0.392931467,0.617226475,0.646803735,0.00427053,0.004586395,0.005149112,0.0060055,0.005728206,0.006589667,0.004446499,0.004901023,0.278432959
,0.193754628,0.349655187,0.518037868,0.999201043,0.587115881,0.760718043,0.548008135,0.68469647,0.756993035,0.926616615,0.005452195,0.004759154,0.006369066,0.005202356,0.005235519,0.006524585,0.004527127,0.004729881,0.278432959
,0.278535231,0.164113839,0.555176962,0.287545721,0.759967951,0.277730541,0.470041501,0.431198385,0.92539131,0.519964716,0.006160394,0.004035357,0.006609354,0.005795036,0.007924861,0.006032711,0.006684593,0.004183042,0.278432959
