,1-PFA-0-1,1-PFA-0-2,1-PFA-1-1,1-PFA-1-2,1-PFA-2-1,1-PFA-2-2,1-PFA-3-1,1-PFA-3-2,1-PFA-4-1,1-PFA-4-2,1-PID-1-1,1-PID-1-2,1-PID-2-1,1-PID-2-2,1-PID-3-1,1-PID-3-2,1-PID-4-1,1-PID-4-2,1-SA_0.986-0-1
Units,g,g,g,g,g,g,g,g,g,g,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,g
,0.257047281,0.38499888,0.544014355,0.613124099,0.533181652,0.621523836,0.604614523,0.545423042,0.641498078,0.868543058,0.021703884,0.01899388,0.018900357,0.022824665,0.010861542,0.017155639,0.007271068,0.009389877,0.7005103
,0.677767682,0.496759402,1.202343864,0.945544506,1.081665558,0.893451,0.900968458,0.804550287,1.348098478,0.983282096,0.011199434,0.012450501,0.014582696,0.017468254,0.027669975,0.021835816,0.023102381,0.013438884,0.7005103
,0.632354819,0.473043752,0.820276601,0.705554993,1.066367999,0.574305791,0.739583782,0.723990632,1.004517067,0.915463323,0.015175773,0.015531528,0.013479724,0.023486305,0.013526725,0.019653865,0.010953457,0.011402078,0.7005103
,0.503636614,0.48889381,0.978670741,0.765797012,1.019668408,0.624195363,0.859191707,0.637884021,1.238414417,0.830748623,0.014948643,0.022844842,0.012726966,0.025405756,0.01349808,0.020705186,0.012353956,0.010247313,0.7005103
,1.31292656,1.503103443,1.203747654,1.324090633,1.260862641,1.046980792,1.279142253,0.975505397,1.411278153,1.333129517,0.033449457,0.028934201,0.027722329,0.042090427,0.023534127,0.028247304,0.015918801,0.014685038,0.7005103
,1.029121763,1.25733971,1.811650164,1.399420008,1.542701105,1.30683758,1.080247502,1.008860262,1.367850279,1.259570225,0.020465949,0.02096654,0.014295379,0.022624973,0.028381905,0.030896244,0.02601021,0.026033175,0.7005103
,0.505600065,0.718535047,0.628289787,0.881297905,0.691522625,0.803001329,0.769979009,0.922299604,0.908957132,1.201368859,0.024512006,0.026822032,0.023342856,0.037595607,0.020811694,0.028406908,0.013508971,0.024559114,0.7005103
,0.483095181,0.404805141,0.841444367,0.549281764,0.714062103,0.559246167,0.638086083,0.532115666,0.902900051,0.633350441,0.018190356,0.026826144,0.015064131,0.024750029,0.019389781,0.011526645,0.015202641,0.006841474,0.7005103
,0.301436145,0.350435539,0.521813068,0.741113811,0.63401547,0.818150784,0.698069471,0.743251368,0.789715356,0.88773821,0.019435505,0.026255065,0.017035825,0.027741279,0.013960814,0.018323108,0.010688528,0.010910042,0.7005103
,0.453991351,0.631019315,0.867342789,1.001032151,0.860128389,1.062689336,0.600731352,0.713116859,1.03765235,0.957433811,0.016519702,0.013007659,0.016005966,0.017600791,0.012683113,0.016063672,0.010241546,0.011716156,0.7005103
,1.125721364,0.594460059,2.020734341,1.169968625,1.689184419,1.21395897,2.013225427,1.469960953,1.681108774,1.576045161,0.013829207,0.017386512,0.016082749,0.023086786,0.016707238,0.022825551,0.016599153,0.01212669,0.7005103
,0.918765678,0.483358545,1.401457932,1.074202935,1.085584802,1.137032322,0.846794901,0.858075187,1.416764023,0.92667963,0.016524525,0.022207889,0.016922853,0.019105457,0.019596673,0.016138825,0.017188389,0.01106593,0.7005103
,0.519875874,0.290243537,0.601624895,0.459039662,0.690540773,0.557900597,0.624648666,0.727026475,0.807780973,0.858200381,0.015655058,0.011762342,0.013894217,0.020814413,0.011721444,0.021120894,0.00962584,0.010788977,0.7005103
,0.994875634,0.83861254,1.266633402,0.789691501,1.122529306,0.835093377,1.002587565,0.691467971,1.130770385,0.936717094,0.016662022,0.013113945,0.014837064,0.023261298,0.02219123,0.023937798,0.014882686,0.01481058,0.7005103
,0.683179831,0.580743377,0.852770843,1.545899981,0.908322956,1.652828618,1.083713674,1.140480498,1.004381582,1.472315814,0.030045185,0.01177607,0.028231265,0.017219164,0.01600454,0.021958861,0.010854778,0.014331534,0.7005103
,0.973534743,0.795551757,0.986727033,0.979321218,0.919570373,1.068132674,0.824955452,0.872616753,0.89696174,1.178753702,0.023638538,0.011499014,0.020474044,0.01805671,0.013220769,0.027102224,0.009706337,0.018328614,0.7005103
