,1-PFA-0-1,1-PFA-0-2,1-PFA-1-1,1-PFA-1-2,1-PFA-2-1,1-PFA-2-2,1-PFA-3-1,1-PFA-3-2,1-PFA-4-1,1-PFA-4-2,1-PID-1-1,1-PID-1-2,1-PID-2-1,1-PID-2-2,1-PID-3-1,1-PID-3-2,1-PID-4-1,1-PID-4-2,1-SA_1.215-0-1
Units,g,g,g,g,g,g,g,g,g,g,unitless,unitless,unitless,unitless,unitless,unitless,unitless,unitless,g
,0.156880284,0.195859251,0.296239092,0.370822222,0.349331564,0.366822109,0.450881249,0.399837108,0.572038759,0.62525014,0.012085422,0.01164198,0.015365416,0.014887264,0.014392589,0.015685473,0.009825079,0.011089181,0.312452802
,0.552472874,0.401393591,0.92667097,0.749308667,0.78768172,0.882851584,0.775711068,0.514510919,1.227931979,1.020080579,0.014264535,0.012791307,0.016807447,0.012795157,0.017310004,0.021198375,0.016252817,0.017707275,0.312452802
,0.564947123,0.356754471,0.740203326,0.491487085,1.038195207,0.354533727,0.619410541,0.557368851,1.355225965,0.654338837,0.012827357,0.012515507,0.014627772,0.015643195,0.017242499,0.015052615,0.018734251,0.010099072,0.312452802
,0.194517616,0.20345015,0.345748675,0.397217037,0.413906458,0.45210262,0.600219185,0.452137087,0.631774531,0.615317705,0.014378801,0.012923517,0.017361423,0.015447954,0.016540954,0.013915512,0.010891256,0.010106056,0.312452802
,0.405062518,0.322955889,0.724556204,0.62585682,0.867806483,0.517532533,0.481695669,0.488824773,1.065241758,0.68322188,0.015092303,0.014030426,0.017128971,0.015884167,0.015145007,0.015511405,0.015419779,0.011101865,0.312452802
,0.477840109,0.392327232,1.242226616,0.712948865,0.696545865,0.686630155,1.459168269,0.812443262,1.197637717,0.835951768,0.016668277,0.013910035,0.017306567,0.018551094,0.018099357,0.017455982,0.015437103,0.012950134,0.312452802
,0.778210686,0.630105631,1.802317471,1.142088679,1.918038626,1.213673269,1.036163197,0.748063964,1.791960591,1.361726904,0.021419345,0.018342122,0.012478272,0.013790352,0.030521347,0.0208742,0.036689706,0.023456189,0.312452802
,0.194868801,0.176381854,0.333418719,0.31765971,0.392514442,0.48526302,0.529068231,0.51092788,0.75452334,0.649295165,0.014259058,0.015005918,0.017555154,0.018653726,0.016323797,0.016147708,0.012600328,0.011228462,0.312452802
,0.364580442,0.169423271,0.566042367,0.316034799,0.666231563,0.380493928,0.541159576,0.413820776,0.996241921,0.677851572,0.011263752,0.010525235,0.013509454,0.014140205,0.01782173,0.016194383,0.016151848,0.01195677,0.312452802
,0.636647313,0.411570079,0.831640467,0.518206244,0.858005868,0.644474704,0.800136895,0.593339421,0.928043528,0.778133221,0.012979958,0.013390058,0.01588748,0.015682734,0.016942991,0.014926668,0.015020514,0.011975101,0.312452802
,0.148005773,0.155792524,0.246583944,0.313715498,0.333579226,0.439507577,0.43697397,0.494695551,0.611224184,0.700760517,0.011295959,0.01282301,0.014723327,0.016384086,0.01469351,0.015515531,0.010725852,0.01147063,0.312452802
,0.465102441,0.364869604,1.107169786,0.786991371,0.961161428,0.91045773,0.686985137,0.474525188,1.323766608,0.98158463,0.015747202,0.016392809,0.01457851,0.014634666,0.023632157,0.017184635,0.022976667,0.015525179,0.312452802
,0.257102978,0.438872433,0.474896352,0.71025567,0.578678932,0.85615998,0.497029348,0.448490731,0.85933009,1.132729037,0.015151695,0.012921149,0.017349276,0.016734793,0.01765427,0.017333778,0.01407013,0.014695053,0.312452802
,1.118109633,0.298060987,1.398304843,0.394575295,1.67866885,0.461663994,1.273054595,0.545733204,1.724402287,0.62087362,0.0185576,0.013107246,0.013397735,0.015728281,0.024707874,0.014594814,0.022833502,0.009558599,0.312452802
,0.9385659,0.474997161,1.502673665,1.01474112,1.465618929,0.79639479,1.503870639,0.99174909,1.606608919,1.094014531,0.013288965,0.012714775,0.015526014,0.016517074,0.015959947,0.01477842,0.01616764,0.011758571,0.312452802
,0.237193037,0.255513002,0.276464182,0.443324567,0.360169664,0.521402295,0.508665316,0.5038075,0.652532796,0.694179867,0.010425852,0.01153016,0.01425994,0.015431778,0.014866465,0.017430818,0.01055774,0.012103457,0.312452802
,0.45322005,0.345460519,0.775534311,0.721240266,0.917306434,0.799193167,0.63208305,0.613581883,0.987857947,0.975866075,0.014352069,0.01361237,0.015181126,0.014495975,0.016035445,0.017998796,0.014485826,0.015212938,0.312452802
,0.261113528,0.508641101,0.5567863,1.021154783,0.601136147,1.370827856,0.613930139,0.749011553,0.905617849,1.177336427,0.014987392,0.018922161,0.016067155,0.01559931,0.015796669,0.01767783,0.013457438,0.019632977,0.312452802
,0.337911529,0.270798376,0.451069172,0.369629508,0.515982057,0.396789902,0.645244755,0.407820937,0.849565512,0.633092045,0.012208559,0.01151312,0.017020962,0.014642896,0.019695396,0.014237703,0.014168769,0.010893862,0.312452802
,0.761235807,0.560160264,1.175956831,0.637683655,1.256263817,0.56731515,0.629080345,0.568328224,1.356803462,1.062834765,0.016539971,0.012368721,0.015755985,0.015084007,0.018365796,0.017705105,0.020814542,0.015651836,0.312452802
,0.256057572,0.607396391,0.50989073,1.523347272,0.43928321,1.164946342,0.661837347,1.39220834,0.928502959,1.489511554,0.013074644,0.015144978,0.016462952,0.017069885,0.016642678,0.016887266,0.013274261,0.016754113,0.312452802
,0.577148951,0.486945318,0.796764897,0.763130607,0.735336558,0.896112512,0.70294564,0.742596028,0.94030321,1.104262763,0.012782041,0.015327372,0.015438023,0.015170469,0.014627892,0.020198452,0.013451655,0.018163886,0.312452802
